숫자|기수|서수|서수(단위용)|다이얼(공)|다이얼(영)
5842|오천 팔백 사십 이|오천 팔백 마흔 둘|오천 팔백 마흔 두|오팔사이|오팔사이
5843|오천 팔백 사십 삼|오천 팔백 마흔 셋|오천 팔백 마흔 세|오팔사삼|오팔사삼
5844|오천 팔백 사십 사|오천 팔백 마흔 넷|오천 팔백 마흔 네|오팔사사|오팔사사
5845|오천 팔백 사십 오|오천 팔백 마흔 다섯|오천 팔백 마흔 다섯|오팔사오|오팔사오
5846|오천 팔백 사십 육|오천 팔백 마흔 여섯|오천 팔백 마흔 여섯|오팔사육|오팔사육
5847|오천 팔백 사십 칠|오천 팔백 마흔 일곱|오천 팔백 마흔 일곱|오팔사칠|오팔사칠
5848|오천 팔백 사십 팔|오천 팔백 마흔 여덟|오천 팔백 마흔 여덟|오팔사팔|오팔사팔
5849|오천 팔백 사십 구|오천 팔백 마흔 아홉|오천 팔백 마흔 아홉|오팔사구|오팔사구
5850|오천 팔백 오십|오천 팔백 쉰|오천 팔백 쉰|오팔오공|오팔오영
5851|오천 팔백 오십 일|오천 팔백 쉰 하나|오천 팔백 쉰 한|오팔오일|오팔오일
5852|오천 팔백 오십 이|오천 팔백 쉰 둘|오천 팔백 쉰 두|오팔오이|오팔오이
5853|오천 팔백 오십 삼|오천 팔백 쉰 셋|오천 팔백 쉰 세|오팔오삼|오팔오삼
5854|오천 팔백 오십 사|오천 팔백 쉰 넷|오천 팔백 쉰 네|오팔오사|오팔오사
5855|오천 팔백 오십 오|오천 팔백 쉰 다섯|오천 팔백 쉰 다섯|오팔오오|오팔오오
5856|오천 팔백 오십 육|오천 팔백 쉰 여섯|오천 팔백 쉰 여섯|오팔오육|오팔오육
5857|오천 팔백 오십 칠|오천 팔백 쉰 일곱|오천 팔백 쉰 일곱|오팔오칠|오팔오칠
5858|오천 팔백 오십 팔|오천 팔백 쉰 여덟|오천 팔백 쉰 여덟|오팔오팔|오팔오팔
5859|오천 팔백 오십 구|오천 팔백 쉰 아홉|오천 팔백 쉰 아홉|오팔오구|오팔오구
5860|오천 팔백 육십|오천 팔백 예순|오천 팔백 예순|오팔육공|오팔육영
5861|오천 팔백 육십 일|오천 팔백 예순 하나|오천 팔백 예순 한|오팔육일|오팔육일
5862|오천 팔백 육십 이|오천 팔백 예순 둘|오천 팔백 예순 두|오팔육이|오팔육이
5863|오천 팔백 육십 삼|오천 팔백 예순 셋|오천 팔백 예순 세|오팔육삼|오팔육삼
5864|오천 팔백 육십 사|오천 팔백 예순 넷|오천 팔백 예순 네|오팔육사|오팔육사
5865|오천 팔백 육십 오|오천 팔백 예순 다섯|오천 팔백 예순 다섯|오팔육오|오팔육오
5866|오천 팔백 육십 육|오천 팔백 예순 여섯|오천 팔백 예순 여섯|오팔육육|오팔육육
5867|오천 팔백 육십 칠|오천 팔백 예순 일곱|오천 팔백 예순 일곱|오팔육칠|오팔육칠
5868|오천 팔백 육십 팔|오천 팔백 예순 여덟|오천 팔백 예순 여덟|오팔육팔|오팔육팔
5869|오천 팔백 육십 구|오천 팔백 예순 아홉|오천 팔백 예순 아홉|오팔육구|오팔육구
5870|오천 팔백 칠십|오천 팔백 일흔|오천 팔백 일흔|오팔칠공|오팔칠영
5871|오천 팔백 칠십 일|오천 팔백 일흔 하나|오천 팔백 일흔 한|오팔칠일|오팔칠일
5872|오천 팔백 칠십 이|오천 팔백 일흔 둘|오천 팔백 일흔 두|오팔칠이|오팔칠이
5873|오천 팔백 칠십 삼|오천 팔백 일흔 셋|오천 팔백 일흔 세|오팔칠삼|오팔칠삼
5874|오천 팔백 칠십 사|오천 팔백 일흔 넷|오천 팔백 일흔 네|오팔칠사|오팔칠사
5875|오천 팔백 칠십 오|오천 팔백 일흔 다섯|오천 팔백 일흔 다섯|오팔칠오|오팔칠오
5876|오천 팔백 칠십 육|오천 팔백 일흔 여섯|오천 팔백 일흔 여섯|오팔칠육|오팔칠육
5877|오천 팔백 칠십 칠|오천 팔백 일흔 일곱|오천 팔백 일흔 일곱|오팔칠칠|오팔칠칠
5878|오천 팔백 칠십 팔|오천 팔백 일흔 여덟|오천 팔백 일흔 여덟|오팔칠팔|오팔칠팔
5879|오천 팔백 칠십 구|오천 팔백 일흔 아홉|오천 팔백 일흔 아홉|오팔칠구|오팔칠구
5880|오천 팔백 팔십|오천 팔백 여든|오천 팔백 여든|오팔팔공|오팔팔영
5881|오천 팔백 팔십 일|오천 팔백 여든 하나|오천 팔백 여든 한|오팔팔일|오팔팔일
5882|오천 팔백 팔십 이|오천 팔백 여든 둘|오천 팔백 여든 두|오팔팔이|오팔팔이
5883|오천 팔백 팔십 삼|오천 팔백 여든 셋|오천 팔백 여든 세|오팔팔삼|오팔팔삼
5884|오천 팔백 팔십 사|오천 팔백 여든 넷|오천 팔백 여든 네|오팔팔사|오팔팔사
5885|오천 팔백 팔십 오|오천 팔백 여든 다섯|오천 팔백 여든 다섯|오팔팔오|오팔팔오
5886|오천 팔백 팔십 육|오천 팔백 여든 여섯|오천 팔백 여든 여섯|오팔팔육|오팔팔육
5887|오천 팔백 팔십 칠|오천 팔백 여든 일곱|오천 팔백 여든 일곱|오팔팔칠|오팔팔칠
5888|오천 팔백 팔십 팔|오천 팔백 여든 여덟|오천 팔백 여든 여덟|오팔팔팔|오팔팔팔
5889|오천 팔백 팔십 구|오천 팔백 여든 아홉|오천 팔백 여든 아홉|오팔팔구|오팔팔구
5890|오천 팔백 구십|오천 팔백 아흔|오천 팔백 아흔|오팔구공|오팔구영
5891|오천 팔백 구십 일|오천 팔백 아흔 하나|오천 팔백 아흔 한|오팔구일|오팔구일
5892|오천 팔백 구십 이|오천 팔백 아흔 둘|오천 팔백 아흔 두|오팔구이|오팔구이
5893|오천 팔백 구십 삼|오천 팔백 아흔 셋|오천 팔백 아흔 세|오팔구삼|오팔구삼
5894|오천 팔백 구십 사|오천 팔백 아흔 넷|오천 팔백 아흔 네|오팔구사|오팔구사
5895|오천 팔백 구십 오|오천 팔백 아흔 다섯|오천 팔백 아흔 다섯|오팔구오|오팔구오
5896|오천 팔백 구십 육|오천 팔백 아흔 여섯|오천 팔백 아흔 여섯|오팔구육|오팔구육
5897|오천 팔백 구십 칠|오천 팔백 아흔 일곱|오천 팔백 아흔 일곱|오팔구칠|오팔구칠
5898|오천 팔백 구십 팔|오천 팔백 아흔 여덟|오천 팔백 아흔 여덟|오팔구팔|오팔구팔
5899|오천 팔백 구십 구|오천 팔백 아흔 아홉|오천 구백|오팔구구|오팔구구
5900|오천 구백|오천 구백|오천 구백|오구공공|오구영영
5901|오천 구백 일|오천 구백 하나|오천 구백 한|오구공일|오구영일
5902|오천 구백 이|오천 구백 둘|오천 구백 두|오구공이|오구영이
5903|오천 구백 삼|오천 구백 셋|오천 구백 세|오구공삼|오구영삼
5904|오천 구백 사|오천 구백 넷|오천 구백 네|오구공사|오구영사
5905|오천 구백 오|오천 구백 다섯|오천 구백 다섯|오구공이오|오구영오
5906|오천 구백 육|오천 구백 여섯|오천 구백 여섯|오구공육|오구영육
5907|오천 구백 칠|오천 구백 일곱|오천 구백 일곱|오구공칠|오구영칠
5908|오천 구백 팔|오천 구백 여덟|오천 구백 여덟|오구공팔|오구영팔
5909|오천 구백 구|오천 구백 아홉|오천 구백 아홉|오구공구|오구영구
5910|오천 구백 십|오천 구백 십|오천 구백 십|오구일공|오구일영
5911|오천 구백 십 일|오천 구백 십 하나|오천 구백 십 한|오구일일|오구일일
5912|오천 구백 십 이|오천 구백 십 둘|오천 구백 십 두|오구일이|오구일이
5913|오천 구백 십 삼|오천 구백 십 셋|오천 구백 십 세|오구일삼|오구일삼
5914|오천 구백 십 사|오천 구백 십 넷|오천 구백 십 네|오구일사|오구일사
5915|오천 구백 십 오|오천 구백 십 다섯|오천 구백 십 다섯|오구일오|오구일오
5916|오천 구백 십 육|오천 구백 십 여섯|오천 구백 십 여섯|오구일육|오구일육
5917|오천 구백 십 칠|오천 구백 십 일곱|오천 구백 십 일곱|오구일칠|오구일칠
5918|오천 구백 십 팔|오천 구백 십 여덟|오천 구백 십 여덟|오구일팔|오구일팔
5919|오천 구백 십 구|오천 구백 십 아홉|오천 구백 십 아홉|오구일구|오구일구
5920|오천 구백 이십|오천 구백 스물|오천 구백 스무|오구이공|오구이영
5921|오천 구백 이십 일|오천 구백 스물 하나|오천 구백 스물 한|오구이일|오구이일
5922|오천 구백 이십 이|오천 구백 스물 둘|오천 구백 스물 두|오구이이|오구이이
5923|오천 구백 이십 삼|오천 구백 스물 셋|오천 구백 스물 세|오구이삼|오구이삼
5924|오천 구백 이십 사|오천 구백 스물 넷|오천 구백 스물 네|오구이사|오구이사
5925|오천 구백 이십 오|오천 구백 스물 다섯|오천 구백 스물 다섯|오구이오|오구이오
5926|오천 구백 이십 육|오천 구백 스물 여섯|오천 구백 스물 여섯|오구이육|오구이육
5927|오천 구백 이십 칠|오천 구백 스물 일곱|오천 구백 스물 일곱|오구이칠|오구이칠
5928|오천 구백 이십 팔|오천 구백 스물 여덟|오천 구백 스물 여덟|오구이팔|오구이팔
5929|오천 구백 이십 구|오천 구백 스물 아홉|오천 구백 스물 아홉|오구이구|오구이구
5930|오천 구백 삼십|오천 구백 서른|오천 구백 서른|오구삼공|오구삼영
5931|오천 구백 삼십 일|오천 구백 서른 하나|오천 구백 서른 한|오구삼일|오구삼일
5932|오천 구백 삼십 이|오천 구백 서른 둘|오천 구백 서른 두|오구삼이|오구삼이
5933|오천 구백 삼십 삼|오천 구백 서른 셋|오천 구백 서른 세|오구삼삼|오구삼삼
5934|오천 구백 삼십 사|오천 구백 서른 넷|오천 구백 서른 네|오구삼사|오구삼사
5935|오천 구백 삼십 오|오천 구백 서른 다섯|오천 구백 서른 다섯|오구삼오|오구삼오
5936|오천 구백 삼십 육|오천 구백 서른 여섯|오천 구백 서른 여섯|오구삼육|오구삼육
5937|오천 구백 삼십 칠|오천 구백 서른 일곱|오천 구백 서른 일곱|오구삼칠|오구삼칠
5938|오천 구백 삼십 팔|오천 구백 서른 여덟|오천 구백 서른 여덟|오구삼팔|오구삼팔
5939|오천 구백 삼십 구|오천 구백 서른 아홉|오천 구백 서른 아홉|오구삼구|오구삼구
5940|오천 구백 사십|오천 구백 마흔|오천 구백 마흔|오구사공|오구사영
5941|오천 구백 사십 일|오천 구백 마흔 하나|오천 구백 마흔 한|오구사일|오구사일
5942|오천 구백 사십 이|오천 구백 마흔 둘|오천 구백 마흔 두|오구사이|오구사이
5943|오천 구백 사십 삼|오천 구백 마흔 셋|오천 구백 마흔 세|오구사삼|오구사삼
5944|오천 구백 사십 사|오천 구백 마흔 넷|오천 구백 마흔 네|오구사사|오구사사
5945|오천 구백 사십 오|오천 구백 마흔 다섯|오천 구백 마흔 다섯|오구사오|오구사오
5946|오천 구백 사십 육|오천 구백 마흔 여섯|오천 구백 마흔 여섯|오구사육|오구사육
5947|오천 구백 사십 칠|오천 구백 마흔 일곱|오천 구백 마흔 일곱|오구사칠|오구사칠
5948|오천 구백 사십 팔|오천 구백 마흔 여덟|오천 구백 마흔 여덟|오구사팔|오구사팔
5949|오천 구백 사십 구|오천 구백 마흔 아홉|오천 구백 마흔 아홉|오구사구|오구사구
5950|오천 구백 오십|오천 구백 쉰|오천 구백 쉰|오구오공|오구오영
5951|오천 구백 오십 일|오천 구백 쉰 하나|오천 구백 쉰 한|오구오일|오구오일
5952|오천 구백 오십 이|오천 구백 쉰 둘|오천 구백 쉰 두|오구오이|오구오이
5953|오천 구백 오십 삼|오천 구백 쉰 셋|오천 구백 쉰 세|오구오삼|오구오삼
5954|오천 구백 오십 사|오천 구백 쉰 넷|오천 구백 쉰 네|오구오사|오구오사
5955|오천 구백 오십 오|오천 구백 쉰 다섯|오천 구백 쉰 다섯|오구오오|오구오오
5956|오천 구백 오십 육|오천 구백 쉰 여섯|오천 구백 쉰 여섯|오구오육|오구오육
5957|오천 구백 오십 칠|오천 구백 쉰 일곱|오천 구백 쉰 일곱|오구오칠|오구오칠
5958|오천 구백 오십 팔|오천 구백 쉰 여덟|오천 구백 쉰 여덟|오구오팔|오구오팔
5959|오천 구백 오십 구|오천 구백 쉰 아홉|오천 구백 쉰 아홉|오구오구|오구오구
5960|오천 구백 육십|오천 구백 예순|오천 구백 예순|오구육공|오구육영
5961|오천 구백 육십 일|오천 구백 예순 하나|오천 구백 예순 한|오구육일|오구육일
5962|오천 구백 육십 이|오천 구백 예순 둘|오천 구백 예순 두|오구육이|오구육이
5963|오천 구백 육십 삼|오천 구백 예순 셋|오천 구백 예순 세|오구육삼|오구육삼
5964|오천 구백 육십 사|오천 구백 예순 넷|오천 구백 예순 네|오구육사|오구육사
5965|오천 구백 육십 오|오천 구백 예순 다섯|오천 구백 예순 다섯|오구육오|오구육오
5966|오천 구백 육십 육|오천 구백 예순 여섯|오천 구백 예순 여섯|오구육육|오구육육
5967|오천 구백 육십 칠|오천 구백 예순 일곱|오천 구백 예순 일곱|오구육칠|오구육칠
5968|오천 구백 육십 팔|오천 구백 예순 여덟|오천 구백 예순 여덟|오구육팔|오구육팔
5969|오천 구백 육십 구|오천 구백 예순 아홉|오천 구백 예순 아홉|오구육구|오구육구
5970|오천 구백 칠십|오천 구백 일흔|오천 구백 일흔|오구칠공|오구칠영
5971|오천 구백 칠십 일|오천 구백 일흔 하나|오천 구백 일흔 한|오구칠일|오구칠일
5972|오천 구백 칠십 이|오천 구백 일흔 둘|오천 구백 일흔 두|오구칠이|오구칠이
5973|오천 구백 칠십 삼|오천 구백 일흔 셋|오천 구백 일흔 세|오구칠삼|오구칠삼
5974|오천 구백 칠십 사|오천 구백 일흔 넷|오천 구백 일흔 네|오구칠사|오구칠사
5975|오천 구백 칠십 오|오천 구백 일흔 다섯|오천 구백 일흔 다섯|오구칠오|오구칠오
5976|오천 구백 칠십 육|오천 구백 일흔 여섯|오천 구백 일흔 여섯|오구칠육|오구칠육
5977|오천 구백 칠십 칠|오천 구백 일흔 일곱|오천 구백 일흔 일곱|오구칠칠|오구칠칠
5978|오천 구백 칠십 팔|오천 구백 일흔 여덟|오천 구백 일흔 여덟|오구칠팔|오구칠팔
5979|오천 구백 칠십 구|오천 구백 일흔 아홉|오천 구백 일흔 아홉|오구칠구|오구칠구
5980|오천 구백 팔십|오천 구백 여든|오천 구백 여든|오구팔공|오구팔영
5981|오천 구백 팔십 일|오천 구백 여든 하나|오천 구백 여든 한|오구팔일|오구팔일
5982|오천 구백 팔십 이|오천 구백 여든 둘|오천 구백 여든 두|오구팔이|오구팔이
5983|오천 구백 팔십 삼|오천 구백 여든 셋|오천 구백 여든 세|오구팔삼|오구팔삼
5984|오천 구백 팔십 사|오천 구백 여든 넷|오천 구백 여든 네|오구팔사|오구팔사
5985|오천 구백 팔십 오|오천 구백 여든 다섯|오천 구백 여든 다섯|오구팔오|오구팔오
5986|오천 구백 팔십 육|오천 구백 여든 여섯|오천 구백 여든 여섯|오구팔육|오구팔육
5987|오천 구백 팔십 칠|오천 구백 여든 일곱|오천 구백 여든 일곱|오구팔칠|오구팔칠
5988|오천 구백 팔십 팔|오천 구백 여든 여덟|오천 구백 여든 여덟|오구팔팔|오구팔팔
5989|오천 구백 팔십 구|오천 구백 여든 아홉|오천 구백 여든 아홉|오구팔구|오구팔구
5990|오천 구백 구십|오천 구백 아흔|오천 구백 아흔|오구구공|오구구영
5991|오천 구백 구십 일|오천 구백 아흔 하나|오천 구백 아흔 한|오구구일|오구구일
5992|오천 구백 구십 이|오천 구백 아흔 둘|오천 구백 아흔 두|오구구이|오구구이
5993|오천 구백 구십 삼|오천 구백 아흔 셋|오천 구백 아흔 세|오구구삼|오구구삼
5994|오천 구백 구십 사|오천 구백 아흔 넷|오천 구백 아흔 네|오구구사|오구구사
5995|오천 구백 구십 오|오천 구백 아흔 다섯|오천 구백 아흔 다섯|오구구오|오구구오
5996|오천 구백 구십 육|오천 구백 아흔 여섯|오천 구백 아흔 여섯|오구구육|오구구육
5997|오천 구백 구십 칠|오천 구백 아흔 일곱|오천 구백 아흔 일곱|오구구칠|오구구칠
5998|오천 구백 구십 팔|오천 구백 아흔 여덟|오천 구백 아흔 여덟|오구구팔|오구구팔
5999|오천 구백 구십 구|오천 구백 아흔 아홉|오천 구백 아흔 아홉|오구구구|오구구구
6000|육천|육천|육천|육공공공|육영영영
6001|육천 일|육천 하나|육천 한|육공공일|육영영일
6002|육천 이|육천 둘|육천 두|육공공이|육영영이
6003|육천 삼|육천 셋|육천 세|육공공삼|육영영삼
